,planning_depth/game_iter_10,resource/total_planning_depth,_step,_runtime,loss,entropy,resource/total_resource_usage,Win_Rate/Evaluate,resource/width_resource_usage,planning_depth/game_iter_31,Win_Rate/self_play,planning_depth/game_iter_20,resource/width,planning_depth/game_iter_50,resource/depth,resource/width_ratio,planning_depth/game_iter_100,_timestamp,planning_depth/game_iter_1,resource/depth_resource_usage,resource/depth_ratio
248,,2,302838,533.2773724,,,201,,195,,,,96,,3,0.970149254,,1736065476,,6,0.029850746
249,,,303541,534.5522207,,,111,,,,,,,,,,,1736065477,,,
250,,,303915,535.2238814,,,165,,,,,,,,,,,1736065478,,,
251,,,304053,535.4743293,,,87,,,,,,,,,,,1736065478,,,
252,,2,309449,545.8021309,,,207,,201,,,,99,,3,0.971014493,,1736065488,,6,0.028985507
253,,2,309615,546.106179,,,141,,135,,,,66,,3,0.957446809,,1736065489,,6,0.042553191
254,,2,314168,554.571127,,,129,,123,,,,60,,3,0.953488372,,1736065497,,6,0.046511628
255,,2,315135,556.3461053,,,189,,183,,,,90,,3,0.968253968,,1736065499,,6,0.031746032
256,,2,315613,557.2423934,,,183,,177,,,,87,,3,0.967213115,,1736065500,,6,0.032786885
257,,2,315815,557.619205,,,189,,183,,,,90,,3,0.968253968,,1736065500,,6,0.031746032
258,,,315908,557.7859661,,,219,,,,,,,,,,,1736065500,,,
259,,,316186,558.2953333,,,201,,,,,,,,,,,1736065501,,,
260,,2,317743,561.1869756,,,219,,213,,,,105,,3,0.97260274,,1736065504,,6,0.02739726
261,,2,318051,561.7963723,,,213,,207,,,,102,,3,0.971830986,,1736065504,,6,0.028169014
262,,,320841,565.4320397,,,,,,,,,,2,,,,1736065508,,,
263,,2,322114,566.6558273,,,171,,165,,,,81,,3,0.964912281,,1736065509,,6,0.035087719
264,,,322759,567.2904958,,,195,,,,,,,,,,,1736065510,,,
265,,,323780,568.2562486,,,,,,,,,,1,,,,1736065511,,,
266,,,323871,568.3408596,,,147,,,,,,,,,,,1736065511,,,
267,,,324423,568.8738816,,,219,,,,,,,,,,,1736065511,,,
268,,,325495,570.4327413,,,183,,,,,,,,,,,1736065513,,,
269,,2,326651,572.5795989,,,165,,159,,,,78,,3,0.963636364,,1736065515,,6,0.036363636
270,,2,329077,577.1583389,,,201,,195,,,,96,,3,0.970149254,,1736065520,,6,0.029850746
271,,,330852,580.5052187,,,123,,,,,,,,,,,1736065523,,,
272,,,331838,582.3873571,,,207,,,,,,,,,,,1736065525,,,
273,,,332849,584.2916799,,,213,,,,,,,,,,,1736065527,,,
274,,2,336516,591.1863387,,,111,,105,,,,51,,3,0.945945946,,1736065534,,6,0.054054054
275,,,336875,591.8617669,,,141,,,,,,,,,,,1736065534,,,
276,,2,337996,594.0452939,,,219,,213,,,,105,,3,0.97260274,,1736065537,,6,0.02739726
277,,,339065,596.024967,,,39,,,,,,,,,,,1736065539,,,
278,,,340676,598.9717282,,,177,,,,,,,,,,,1736065542,,,
279,,2,341145,599.9412511,,,63,,57,,,,27,,3,0.904761905,,1736065542,,6,0.095238095
280,,2,341207,600.0536673,,,90,,84,,,,39,,3,0.933333333,,1736065543,,6,0.066666667
281,,,341886,601.2984607,,,219,,,,,,,,,,,1736065544,,,
282,,2,343125,603.5817507,,,171,,165,,,,81,,3,0.964912281,,1736065546,,6,0.035087719
283,,,346028,608.941527,,,102,,,,,,,,,,,1736065551,,,
284,,,346132,609.1330828,,,9,,,,,,,,,,,1736065552,,,
285,,2,346651,610.2226315,,,63,,57,,,,27,,3,0.904761905,,1736065553,,6,0.095238095
286,,,347258,611.3418771,,,105,,,,,,,,,,,1736065554,,,
287,,,349217,614.9691658,,,183,,,,,,,,,,,1736065557,,,
288,,2,351146,618.5055425,,,159,,153,,,,75,,3,0.962264151,,1736065561,,6,0.037735849
289,,,352305,620.6429193,,,219,,,,,,,,,,,1736065563,,,
290,,,353733,623.2511956,,,213,,,,,,,,,,,1736065566,,,
291,,,354275,624.2389139,,,75,,,,,,,,,,,1736065567,,,
292,,2,354674,625.0779275,,,195,,189,,,,93,,3,0.969230769,,1736065568,,6,0.030769231
293,,2,355713,627.0950073,,,213,,207,,,,102,,3,0.971830986,,1736065570,,6,0.028169014
294,,,357980,631.3473204,,,219,,,,,,,,,,,1736065574,,,
295,,,358404,632.1370314,,,135,,,,,,,,,,,1736065575,,,
296,,,359718,634.6877744,,,159,,,,,,,,,,,1736065577,,,
297,,,365041,644.6545018,,,189,,,,,,,,,,,1736065587,,,
298,,,365482,645.4713664,,,129,,,,,,,,,,,1736065588,,,
299,,,365660,645.8166017,,,15,,,,,,,,,,,1736065588,,,
300,,,366076,646.5850544,,,27,,,,,,,,,,,1736065589,,,
301,,,366792,647.8922189,,,189,,,,,,,,,,,1736065590,,,
302,,2,367925,649.9849596,,,147,,141,,,,69,,3,0.959183673,,1736065593,,6,0.040816327
303,,2,369549,653.0252788,,,105,,99,,,,48,,3,0.942857143,,1736065596,,6,0.057142857
304,,2,369991,653.8371249,,,39,,33,,,,15,,3,0.846153846,,1736065596,,6,0.153846154
305,,2,371521,656.6293363,,,66,,60,,,,27,,3,0.909090909,,1736065599,,6,0.090909091
306,,2,372061,657.6039066,,,129,,123,,,,60,,3,0.953488372,,1736065600,,6,0.046511628
307,,2,373994,661.3761663,,,132,,126,,,,63,,3,0.954545455,,1736065604,,6,0.045454545
308,,,374233,661.8294926,,,219,,,,,,,,,,,1736065604,,,
309,,,375165,663.553729,,,159,,,,,,,,,,,1736065606,,,
310,,2,375884,664.8594658,,,165,,159,,,,78,,3,0.963636364,,1736065607,,6,0.036363636
311,,,376049,665.1729002,,,126,,,,,,,,,,,1736065608,,,
312,,,376403,665.8288708,,,207,,,,,,,,,,,1736065608,,,
313,,,376979,666.8920861,,,189,,,,,,,,,,,1736065609,,,
314,,,377921,668.751466,,,147,,,,,,,,,,,1736065611,,,
315,,2,378231,669.4230016,,,135,,129,,,,63,,3,0.955555556,,1736065612,,6,0.044444444
316,,,380622,673.8690894,,,207,,,,,,,,,,,1736065616,,,
317,,2,381525,675.7121012,,,219,,213,,,,105,,3,0.97260274,,1736065618,,6,0.02739726
318,,,383657,679.6590005,,,213,,,,,,,,,,,1736065622,,,
319,,2,383680,679.7033983,,,141,,135,,,,66,,3,0.957446809,,1736065622,,6,0.042553191
320,,2,385172,682.6201762,,,219,,213,,,,105,,3,0.97260274,,1736065625,,6,0.02739726
321,,,385815,683.8335347,,,183,,,,,,,,,,,1736065626,,,
322,,2,387769,687.4650737,,,171,,165,,,,81,,3,0.964912281,,1736065630,,6,0.035087719
323,,2,390434,692.5060621,,,147,,141,,,,69,,3,0.959183673,,1736065635,,6,0.040816327
324,,,391401,694.28036,,,207,,,,,,,,,,,1736065637,,,
325,,2,392406,696.1306001,,,147,,141,,,,69,,3,0.959183673,,1736065639,,6,0.040816327
326,,2,393010,697.2343588,,,171,,165,,,,81,,3,0.964912281,,1736065640,,6,0.035087719
327,,,393307,697.7796491,,,201,,,,,,,,,,,1736065640,,,
328,,2,395463,701.8828074,,,195,,189,,,,93,,3,0.969230769,,1736065644,,6,0.030769231
329,,2,399364,709.1960852,,,177,,171,,,,84,,3,0.966101695,,1736065652,,6,0.033898305
330,,2,400302,710.912781,,,219,,213,,,,105,,3,0.97260274,,1736065653,,6,0.02739726
331,,2,401844,713.8523083,,,189,,183,,,,90,,3,0.968253968,,1736065656,,6,0.031746032
332,,,402082,714.2897229,,,195,,,,,,,,,,,1736065657,,,
333,,2,406990,723.5748384,,,153,,147,,,,72,,3,0.960784314,,1736065666,,6,0.039215686
334,,,409279,727.800411,,,126,,,,,,,,,,,1736065670,,,
335,,2,410410,729.8812705,,,213,,207,,,,102,,3,0.971830986,,1736065672,,6,0.028169014
336,,,410487,730.0212127,,,105,,,,,,,,,,,1736065673,,,
337,,2,411772,732.4803124,,,135,,129,,,,63,,3,0.955555556,,1736065675,,6,0.044444444
338,,,412562,733.9258465,,,201,,,,,,,,,,,1736065676,,,
339,,,413118,734.9060599,,,153,,,,,,,,,,,1736065677,,,
340,,,414222,736.9096578,,,78,,,,,,,,,,,1736065679,,,
341,,,415806,739.9668527,,,189,,,,,,,,,,,1736065682,,,
342,,,415932,740.186674,,,135,,,,,,,,,,,1736065683,,,
343,,,415986,740.2781328,,,135,,,,,,,,,,,1736065683,,,
344,,2,416163,740.5792361,,,87,,81,,,,39,,3,0.931034483,,1736065683,,6,0.068965517
345,,,416498,741.1599947,,,219,,,,,,,,,,,1736065684,,,
346,,,418436,744.6668257,,,159,,,,,,,,,,,1736065687,,,
347,,2,421614,750.1720457,,,213,,207,,,,102,,3,0.971830986,,1736065693,,6,0.028169014
348,,2,423605,753.7081294,,,165,,159,,,,78,,3,0.963636364,,1736065696,,6,0.036363636
349,,,424612,755.4467077,,,207,,,,,,,,,,,1736065698,,,
350,,,429723,764.4106837,,,153,,,,,,,,,,,1736065707,,,
351,,2,429724,764.4143176,,,147,,141,,,,69,,3,0.959183673,,1736065707,,6,0.040816327
352,,2,429750,764.4609531,,,201,,195,,,,96,,3,0.970149254,,1736065707,,6,0.029850746
353,,,431683,767.868382,,,219,,,,,,,,,,,1736065710,,,
354,,2,433689,771.3426255,,,78,,72,,,,33,,3,0.923076923,,1736065714,,6,0.076923077
355,,2,436169,775.6233456,,,201,,195,,,,96,,3,0.970149254,,1736065718,,6,0.029850746
356,,,438028,778.8465559,,,171,,,,,,,,,,,1736065721,,,
357,,,441177,784.4777328,,,90,,,,,,,,,,,1736065727,,,
358,,2,441778,785.5010727,,,183,,177,,,,87,,3,0.967213115,,1736065728,,6,0.032786885
359,,,443159,787.8879539,,,33,,,,,,,,,,,1736065730,,,
360,,2,443888,789.1429856,,,153,,147,,,,72,,3,0.960784314,,1736065732,,6,0.039215686
361,,2,444842,790.7839331,,,21,,15,,,,6,,3,0.714285714,,1736065733,,6,0.285714286
362,,2,447842,795.9629771,,,51,,45,,,,21,,3,0.882352941,,1736065738,,6,0.117647059
363,,2,448370,796.9827095,,,213,,207,,,,102,,3,0.971830986,,1736065740,,6,0.028169014
364,,,450376,800.5417351,,,141,,,,,,,,,,,1736065743,,,
365,,,451008,801.6353805,,,39,,,,,,,,,,,1736065744,,,
366,,,452410,804.0610124,,,159,,,,,,,,,,,1736065747,,,
367,,2,452875,804.869689,,,201,,195,,,,96,,3,0.970149254,,1736065747,,6,0.029850746
368,,2,456413,811.0607206,,,213,,207,,,,102,,3,0.971830986,,1736065754,,6,0.028169014
369,,,456530,811.2615531,,,39,,,,,,,,,,,1736065754,,,
370,,,458745,815.1135535,,,57,,,,,,,,,,,1736065758,,,
371,,,460787,818.6276199,,,51,,,,,,,,,,,1736065761,,,
372,,,462319,821.2737678,,,141,,,,,,,,,,,1736065764,,,
373,,,462355,821.333722,,,213,,,,,,,,,,,1736065764,,,
374,,,463289,822.950173,,,105,,,,,,,,,,,1736065765,,,
375,,2,468738,832.5802475,,,159,,153,,,,75,,3,0.962264151,,1736065775,,6,0.037735849
376,,2,469456,833.8097811,,,189,,183,,,,90,,3,0.968253968,,1736065776,,6,0.031746032
377,,2,472510,839.1782166,,,189,,183,,,,90,,3,0.968253968,,1736065782,,6,0.031746032
378,,,474168,842.0334193,,,42,,,,,,,,,,,1736065785,,,
379,,2,475973,845.1552124,,,84,,78,,,,39,,3,0.928571429,,1736065788,,6,0.071428571
380,,,478222,849.150947,,,60,,,,,,,,,,,1736065792,,,
381,,2,478733,850.016318,,,213,,207,,,,102,,3,0.971830986,,1736065793,,6,0.028169014
382,,,480566,853.2268368,,,153,,,,,,,,,,,1736065796,,,
383,,,482341,856.2950907,,,105,,,,,,,,,,,1736065799,,,
384,,,483943,859.0594812,,,99,,,,,,,,,,,1736065802,,,
385,,2,484840,860.5987219,,,171,,165,,,,81,,3,0.964912281,,1736065803,,6,0.035087719
386,,,486203,863.0524289,,,93,,,,,,,,,,,1736065806,,,
387,,2,486536,863.6167488,,,51,,45,,,,24,,3,0.882352941,,1736065806,,6,0.117647059
388,,2,487090,864.569898,,,123,,117,,,,57,,3,0.951219512,,1736065807,,6,0.048780488
389,,2,487673,865.5755364,,,102,,96,,,,48,,3,0.941176471,,1736065808,,6,0.058823529
390,,,487982,866.0937319,,,141,,,,,,,,,,,1736065809,,,
391,,,489962,869.503605,,,153,,,,,,,,,,,1736065812,,,
392,,2,490121,869.7819512,,,51,,45,,,,24,,3,0.882352941,,1736065812,,6,0.117647059
393,,,492554,873.921505,,,51,,,,,,,,,,,1736065816,,,
394,,2,493003,874.7419181,,,48,,42,,,,18,,3,0.875,,1736065817,,6,0.125
395,,2,493823,876.2666601,,,105,,99,,,,48,,3,0.942857143,,1736065819,,6,0.057142857
396,,2,494713,877.8018758,,,213,,207,,,,102,,3,0.971830986,,1736065820,,6,0.028169014
397,,2,496628,881.1157507,,,213,,207,,,,102,,3,0.971830986,,1736065824,,6,0.028169014
398,,2,506690,898.5678491,,,153,,147,,,,72,,3,0.960784314,,1736065841,,6,0.039215686
399,,2,506712,898.6060147,,,189,,183,,,,90,,3,0.968253968,,1736065841,,6,0.031746032
400,,2,507284,899.5791597,,,207,,201,,,,99,,3,0.971014493,,1736065842,,6,0.028985507
401,,,509267,903.0061451,,,177,,,,,,,,,,,1736065846,,,
402,,2,509902,904.1837473,,,183,,177,,,,87,,3,0.967213115,,1736065847,,6,0.032786885
403,,2,511073,906.2099555,,,129,,123,,,,60,,3,0.953488372,,1736065849,,6,0.046511628
404,,2,511225,906.4825208,,,102,,96,,,,45,,3,0.941176471,,1736065849,,6,0.058823529
405,,2,511537,907.0264217,,,177,,171,,,,84,,3,0.966101695,,1736065850,,6,0.033898305
406,,2,511779,907.4377412,,,171,,165,,,,81,,3,0.964912281,,1736065850,,6,0.035087719
407,,,512004,907.816009,,,219,,,,,,,,,,,1736065850,,,
408,,2,513391,910.3450514,,,81,,75,,,,36,,3,0.925925926,,1736065853,,6,0.074074074
409,,,514030,911.4546301,,,189,,,,,,,,,,,1736065854,,,
410,,2,514905,912.9575407,,,153,,147,,,,72,,3,0.960784314,,1736065855,,6,0.039215686
411,,,514968,913.064388,,,108,,,,,,,,,,,1736065856,,,
412,,,516828,916.3680887,,,147,,,,,,,,,,,1736065859,,,
413,,2,517082,916.813379,,,183,,177,,,,87,,3,0.967213115,,1736065859,,6,0.032786885
414,,,517835,918.1302734,,,207,,,,,,,,,,,1736065861,,,
415,,2,518104,918.5946658,,,195,,189,,,,93,,3,0.969230769,,1736065861,,6,0.030769231
416,,,519595,921.1592039,,,171,,,,,,,,,,,1736065864,,,
417,,2,520582,922.8655788,,,171,,165,,,,81,,3,0.964912281,,1736065865,,6,0.035087719
418,,2,522024,925.459275,,,135,,129,,,,63,,3,0.955555556,,1736065868,,6,0.044444444
419,,2,522767,926.7622065,,,81,,75,,,,36,,3,0.925925926,,1736065869,,6,0.074074074
420,,2,523581,928.2014001,,,147,,141,,,,69,,3,0.959183673,,1736065871,,6,0.040816327
421,,2,524093,929.079272,,,171,,165,,,,81,,3,0.964912281,,1736065872,,6,0.035087719
422,,,527070,934.2191328,,,135,,,,,,,,,,,1736065877,,,
423,,2,528945,937.5446098,,,126,,120,,,,57,,3,0.952380952,,1736065880,,6,0.047619048
424,,2,529870,939.1498953,,,165,,159,,,,78,,3,0.963636364,,1736065882,,6,0.036363636
425,,,529943,939.2676355,,,99,,,,,,,,,,,1736065882,,,
426,,,532859,944.3074859,,,87,,,,,,,,,,,1736065887,,,
427,,2,534286,946.8835195,,,105,,99,,,,45,,3,0.942857143,,1736065889,,6,0.057142857
428,,,535013,948.149736,,,213,,,,,,,,,,,1736065891,,,
429,,,536442,950.6325334,,,129,,,,,,,,,,,1736065893,,,
430,,,536598,950.9040244,,,141,,,,,,,,,,,1736065893,,,
431,,2,537267,952.0584456,,,171,,165,,,,81,,3,0.964912281,,1736065895,,6,0.035087719
432,,,537678,952.7723509,,,141,,,,,,,,,,,1736065895,,,
433,,,539108,955.2443938,,,171,,,,,,,,,,,1736065898,,,
434,,,539194,955.3947849,,,153,,,,,,,,,,,1736065898,,,
435,,2,539891,956.7059225,,,123,,117,,,,57,,3,0.951219512,,1736065899,,6,0.048780488
436,,,540560,957.8512141,,,57,,,,,,,,,,,1736065900,,,
437,,,543433,962.9003736,,,195,,,,,,,,,,,1736065905,,,
438,,,543555,963.1146202,,,153,,,,,,,,,,,1736065906,,,
439,,2,547130,969.3443113,,,120,,114,,,,57,,3,0.95,,1736065912,,6,0.05
440,,2,549441,973.4322899,,,159,,153,,,,75,,3,0.962264151,,1736065916,,6,0.037735849
441,,2,549961,974.3363618,,,219,,213,,,,105,,3,0.97260274,,1736065917,,6,0.02739726
442,,,555093,983.2366738,,,153,,,,,,,,,,,1736065926,,,
443,,2,556834,986.2494562,,,147,,141,,,,69,,3,0.959183673,,1736065929,,6,0.040816327
444,,2,557220,986.9092811,,,159,,153,,,,75,,3,0.962264151,,1736065929,,6,0.037735849
445,,2,557316,987.0705415,,,141,,135,,,,66,,3,0.957446809,,1736065930,,6,0.042553191
446,,2,558384,988.9816249,,,183,,177,,,,87,,3,0.967213115,,1736065932,,6,0.032786885
447,,,558932,989.9246114,,,195,,,,,,,,,,,1736065932,,,
448,,,560886,993.299279,,,183,,,,,,,,,,,1736065936,,,
449,,2,562401,995.8587277,,,135,,129,,,,63,,3,0.955555556,,1736065938,,6,0.044444444
450,,,566811,1003.551015,,,159,,,,,,,,,,,1736065946,,,
451,,2,566902,1003.713912,,,195,,189,,,,93,,3,0.969230769,,1736065946,,6,0.030769231
452,,2,569937,1009.048117,,,135,,129,,,,63,,3,0.955555556,,1736065952,,6,0.044444444
453,,2,571111,1011.065834,,,177,,171,,,,84,,3,0.966101695,,1736065954,,6,0.033898305
454,,,572398,1013.294865,,,207,,,,,,,,,,,1736065956,,,
455,,,573248,1014.761119,,,84,,,,,,,,,,,1736065957,,,
456,,2,575774,1019.251245,,,201,,195,,,,96,,3,0.970149254,,1736065962,,6,0.029850746
457,,,577137,1021.617961,,,219,,,,,,,,,,,1736065964,,,
458,,,577461,1022.269026,,,90,,,,,,,,,,,1736065965,,,
459,,,579307,1025.555084,,,96,,,,,,,,,,,1736065968,,,
460,,,582514,1031.069433,,,189,,,,,,,,,,,1736065974,,,
461,,2,582625,1031.260894,,,42,,36,,,,18,,3,0.857142857,,1736065974,,6,0.142857143
462,,,583540,1032.852169,,,72,,,,,,,,,,,1736065975,,,
463,,2,584231,1034.058871,,,183,,177,,,,87,,3,0.967213115,,1736065977,,6,0.032786885
464,,2,585791,1036.765227,,,45,,39,,,,18,,3,0.866666667,,1736065979,,6,0.133333333
465,,2,586169,1037.507361,,,171,,165,,,,81,,3,0.964912281,,1736065980,,6,0.035087719
466,,,588487,1041.500749,,,189,,,,,,,,,,,1736065984,,,
467,,2,589520,1043.285252,,,165,,159,,,,78,,3,0.963636364,,1736065986,,6,0.036363636
468,,,589713,1043.62107,,,72,,,,,,,,,,,1736065986,,,
469,,2,590048,1044.202467,,,201,,195,,,,96,,3,0.970149254,,1736065987,,6,0.029850746
470,,,592717,1048.845726,,,132,,,,,,,,,,,1736065991,,,
471,,,593757,1050.715269,,,207,,,,,,,,,,,1736065993,,,
472,,,594021,1051.150533,,,63,,,,,,,,,,,1736065994,,,
473,,2,594774,1052.425037,,,177,,171,,,,84,,3,0.966101695,,1736065995,,6,0.033898305
474,,2,595519,1053.688884,,,105,,99,,,,48,,3,0.942857143,,1736065996,,6,0.057142857
475,,,597570,1057.266894,,,219,,,,,,,,,,,1736066000,,,
476,,2,598187,1058.349311,,,93,,87,,,,42,,3,0.935483871,,1736066001,,6,0.064516129
477,,2,600737,1062.804522,,,219,,213,,,,105,,3,0.97260274,,1736066005,,6,0.02739726
478,,2,602671,1066.231638,,,69,,63,,,,27,,3,0.913043478,,1736066009,,6,0.086956522
479,,,602780,1066.417589,,,201,,,,,,,,,,,1736066009,,,
480,,,603863,1068.2979,,,99,,,,,,,,,,,1736066011,,,
481,,,604479,1069.370055,,,207,,,,,,,,,,,1736066012,,,
482,,,606235,1072.420483,,,189,,,,,,,,,,,1736066015,,,
483,,2,608698,1076.688371,,,147,,141,,,,69,,3,0.959183673,,1736066019,,6,0.040816327
484,,,609163,1077.579015,,,108,,,,,,,,,,,1736066020,,,
485,,,610165,1079.185005,,,102,,,,,,,,,,,1736066022,,,
486,,,610706,1080.040851,,,135,,,,,,,,,,,1736066023,,,
487,,,611598,1081.539969,,,159,,,,,,,,,,,1736066024,,,
488,,2,613343,1084.547912,,,171,,165,,,,81,,3,0.964912281,,1736066027,,6,0.035087719
489,,,613438,1084.697852,,,189,,,,,,,,,,,1736066027,,,
490,,,614664,1086.702546,,,108,,,,,,,,,,,1736066029,,,
491,,2,615217,1087.594316,,,96,,90,,,,45,,3,0.9375,,1736066030,,6,0.0625
492,,2,617091,1090.646979,,,153,,147,,,,72,,3,0.960784314,,1736066033,,6,0.039215686
493,,,619190,1092.410371,,,,,,,,,,,,,1,1736066035,,,
494,,,619683,1092.819405,,,,,,,,,,,,,2,1736066035,,,
495,,,622327,1095.153027,,,,,,,,,,,,,2,1736066038,,,
496,,,625197,1097.550531,,,183,,,,,,,,,,,1736066040,,,
497,,,626682,1098.790352,,,,,,,,,,,,,1,1736066041,,,
498,,,626743,1098.841715,,,,,,,,,,,,,2,1736066041,,,
499,,,627127,1099.158294,,,,,,,,,,,,,2,1736066042,,,